Hotelname,Hotelid,Address,Cityname,Citycode,CountryCode,CountryName,Payment,Tel No.,FAX No.,Latitude,Longtitude,Star,# room,Email
Morrissey Hotel Residences,WSASIDCGK000335,"Jalan Wahid Hasyim No.70 Menteng, Jakarta",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 29933333,+62 21 29933332,-6.187043,106.829293,4,,
Mulia Senayan,WSASIDCGK000336,Jl. Asia Afrika Senayan,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 5747777,+62 21 5749449,-6.215442,106.797621,5,,
My Hotel Jakarta,WSASIDCGK000338,Jl. Hayam Wuruk No. 127A Jakarta Barat 11180,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 6291818,+62 21 6291919,-6.14619,106.81702,2,,
Neo Melawai,WSASIDCGK000341,Jl.Panglima Polim Raya No.15,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 29661400,+62 21 029661388,-6.245629,106.798347,3,,
Neo Tendean,WSASIDCGK000342,Jl. Wolter Monginsidi No. 131 Jakarta Selatan,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 7226688 / 0881 230 6455,+62 21 226288,-6.238694,106.817698,3,,
Nite and Day Jakarta Roxy,WSASIDCGK000344,Jl. Biak no. 54,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 63854777,+62 21 63867555,-6.167452,106.808401,2,,
Novotel Gajah Mada,WSASIDCGK000345,Jl. Gajah Mada No.188,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 29367777,+62 21 29365555,-6.147345,106.815574,4,,
Novotel Mangga Dua Square,WSASIDCGK000346,Jl. Gunung Sahari Raya No.1,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 62312800/+62 21 6231 1414,+62 21 62312900,-6.138233,106.831668,4,,
Oaktree Urban,WSASIDCGK000348,Jl. Sampit V No.3,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 72780801,+62 21 72780805,-6.245233113,106.7955637,3,,
Oakwood Premier Cozmo,WSASIDCGK000349,Jl. Dr. Ide Anak Agung Gde Agung Blok E4.2 No. 1 Mega Kuningan,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 25542300,+62 21 25542400,-6.227708,106.8251,5,,
Oasis Amir,WSASIDCGK000350,Jl. Senen Raya Kav. 135 - 137,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,(021) 3863060,+62 21 3863061,-6.174523,106.838931,4,,
Orchardz Industri,WSASIDCGK000352,Jl. Industri Raya No. 8 Gunung Sahari,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 62317788,+62 21 62317799,-6.148924,106.839175,3,,
Orchardz Jayakarta,WSASIDCGK000353,"Jl. Pangeran Jayakarta No 44 Mangga Dua, Jakarta",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 6287888,+62 21 6289458,-6.143765,106.82871,3,,
Oria Hotel,WSASIDCGK000354,Jl. KH. Wahid Hasyim No. 83-85,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 31903839 / 3101088,+62 21 3101091,-6.187394,106.826195,3,,
Ozone Hotel Jakarta,WSASIDCGK000355,"Jl. Pantai Indah Kapuk Utara No.3, PIK",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 29673700,+62 21 29673699,-6.112689,106.752609,3,,
P Hotel Jakarta,WSASIDCGK000356,Jl. Pramuka Raya Kav. 149 Jakarta,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 4226969,+62 21 4226989,,,2,,
Paragon Jakarta,WSASIDCGK000361,Jl. KH Wahid Hasyim No. 29 MentengThamrin,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 3160714 / 3917070,+62 21 3160715,-6.186515,106.831325,3,,
Park Jakarta,WSASIDCGK000362,Jl. D.I Panjaitan Kav 5,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 29982000,+62 21 29982085,-6.21344196,106.8739057,3.5,,
Park Lane Jakarta,WSASIDCGK000363,Jl. Casablanca Kav. 18,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 218 282000,+62 218 282222,-6.2243293,106.8398021,5,,
Park5 Cilandak,WSASIDCGK000364,Jl. Intan RSPP no.C-5 Cilandak Barat Jakarta Selat,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,021 22702555,021 22702355,-6.296128,106.799144,3,,
Comfort Jakarta (formerly Patra Jakarta),WSASIDCGK000365,Jl. Jend. Ahmad Yani No.2 By Pass,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 4211920 / +62 21 4241721,+62 21 4211920 / +62 21 4241721,-6.17365,106.87599,3,,
Pita Giri,WSASIDCGK000369,Jl. Pal Merah Barat 110,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 5359359,+62 21 5481965,-6.206788,106.79084,2,,
Pomelotel Patra Kuningan,WSASIDCGK000370,Jl. Dukuh Patra Raya No. 28 KuninganJakarta,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 83709588,+62 21 83709589,-6.23814,106.835849,3,,
POP Hotel Kelapa Gading Jakarta,WSASIDCGK000374,Sentra kelapa Gading Jln. Bulevar Kelapa Gading,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 45855020,+62 21 45855065,-6.155986,106.909051,2,,
POP Hotel Kemang,WSASIDCGK000375,Jl. Kemang Raya No. 3,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 7181595,+62 21 7181596,-6.2552874,106.8096699,2,,
POP Hotel Pasar Baru,WSASIDCGK000376,Jl KH Samanhudi No 17-19,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 2945 9145,+62 21 2945 9146,-6.160259,106.833923,2,,
POP Hotel Tebet,WSASIDCGK000377,Jl. Prof.Dr. Soepomo SH 29 Jakarta Tebet,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 83784280,+62 21 83784281,-6.233075,106.845036,2,,
Prasada Mansion Sudirman Jakarta,WSASIDCGK000379,Jl. Komando Raya No.6 Java- Jakarta,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 52920299,+62 21 52920298,-6.2133722,106.8220912,3,,
Pullman Jakarta Central Park,WSASIDCGK000382,Podomoro City. Jl. Let. Jend. S Parman Kav. 28,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 29200088,+62 21 29200099,-6.177993,106.789599,5,,
Pullman Jakarta Indonesia,WSASIDCGK000383,Jl. MH Thamrin 59,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 31921111,+62 21 31923333,-6.193906,106.8237154,5,,
Pondok Putri Duyung Ancol,WSASIDCGK000387,Jl. Lodan Timur No.7 Jakarta - Utara,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 2601680,+62 21 2601691,,,3,,
Ra Hotel and Residence Simatupang,WSASIDCGK000389,"Jl. Intan No.25 TB, Simatupang, Cilandak",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 2127653080,+62 2127653081,,,4,,
Raffles Jakarta,WSASIDCGK000392,"Ciputra World 1, JL. Prof. Dr. Satrio Kav 3-5",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 29880888,+62 21 29880889,-6.2242786,106.823976,5,,
Rasuna Icon Jakarta,WSASIDCGK000393,Jl. Karet Pedurenan No.3,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 5201642 / 5223528,+62 21 52962142,-6.2208171,106.829105,3,,
Rasuna Mansion,WSASIDCGK000394,Jl. Pedurenan Masjid Raya No. 9,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 5201390,+62 21 5201391,-6.221163,106.829898,3,,
Red Planet Pasar Baru,WSASIDCGK000396,"Jl. KH. Samanhudi No. 25, Pasar baru Jakarta Pusat",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 29498888 / 38902222,+62 21 29498889,-6.159957,106.834262,2,,
Redtop,WSASIDCGK000444,"Jl. Pecenongan 72, Gambir, Jakarta",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 3500077,+62 21 3500055,-6.163292,106.826846,4,,
Puri Casablanca,WSASIDCGK000447,Jl. Puri Casablanca No.1 Kuningan,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 30038888,+62 21 30038999,-6.2238374,106.8387929,4,,
The Ritz Carlton Jakarta Mega Kuningan,WSASIDCGK000448,Jl. DR. Ide Anak Agung Gde Agung Kav. E.1.1 No.1 Kawasan Mega Kuningan,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 25518888,+62 21 25518889/6/7,-6.2285397,106.8271745,5,,
The Ritz Carlton Jakarta Pacific Place,WSASIDCGK000449,Jl. Jendral Sudirman Kav. 52-53 Kebayoran Baru,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 25501888,+62 21 25518887/0195,-6.223674,106.809792,5,,
Rota International,WSASIDCGK000450,Jl. Wahid Hasyim No. 63,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 3152858,+62 21 31923465,-6.187355408,106.8249285,2,,
Royal City Tomang,WSASIDCGK000451,"Jl. Petojo VIY II No.4 Cideng, Gambir Jakarta",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 3500718,+62 21 3859332,-6.171869,106.808341,2,,
Royal Kuningan,WSASIDCGK000452,Jl. Kuningan Persada Kav. 2 Setia BudiJakarta,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 29380738,+62 21 29380737,-6.207231,106.830306,4,,
Park Nesia Royal Regal Mangga Besar,WSASIDCGK000453,Jl. Mangga Besar VIII No. 26-27,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+6221 626 0868,+6221 659 7984,-6.1515015,106.826157,3,,
Safin Inn Cipete,WSASIDCGK000455,Jl. Abdul Madjid Raya No. 25 Cipete SelatanKemang,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 72800999,+62 21 27650203,-6.2672,106.802731,3,,
Sanno Jakarta,WSASIDCGK000459,"Jl. Pluit Selatan Raya No. 2, Penjaringan, Jakarta",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 6606060,+62 21 6604944,-6.123895,106.798404,3,,
Santika Kelapa Gading,WSASIDCGK000461,Mahaka Square Jl. Kelapa Nisa Raya Blok HF 3,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 24520999,+62 21 24520000,-6.149929,106.902705,3,,
Santika Premiere Hayam Wuruk Jakarta,WSASIDCGK000462,"Jl. Hayam Wuruk No. 125, Jakarta Pusat",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,021 – 2600 818,021 – 2600 819,,,4,,
Santika Premiere Slipi Jakarta,WSASIDCGK000463,"Jl. Aipda KS Tubun No. 7, Slipi, Jakarta",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62-21-5361777,+62 21 5483457,-6.149929,106.902705,4,,
Santika Taman Mini Indonesia Indah,WSASIDCGK000464,"Jl. Pintu 1, Taman Mini Indonesia Indah, Jakarta",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 29378500,+62 21 29378600,-6.303277,106.886048,3,,
Sare Jakarta,WSASIDCGK000466,Jl. Hasannudin No. 46 Blok M,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 2751 5050 / +62 21 275051,+62 21 2751 5052,-6.2416179,106.8020692,3,,
Sari Pacific Jakarta,WSASIDCGK000467,Jl. M.H.Thamrin 6 Menteng,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 3902707 / 29932888,+62 21 29932899 / 3904815,-6.185687,106.823679,4,,
Sentral Jakarta,WSASIDCGK000469,Jl. Pramuka Raya Kav.63 - 64,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 4257565 / 4225511,+62 21 4213839,-6.192412,106.864721,3,,
Bandara International Hotel Managed by Accor (Formerly Sheraton Bandara),WSASIDCGK000472,"Bandara Soekarno-Hatta , Tangerang",Tangerang,WSASIDTGG,WSASID,Indonesia,NONE,+62 21 5597777,+62 21 5597700,-6.121058,106.678873,5,,
Sheraton Grand Jakarta Gandaria City,WSASIDCGK000473,"Jl. Sultan Iskandar Muda, Kebayoran, Jakarta",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+6221 806 30888,+6221 806 30889,-6.24522,106.783049,5,,
Maven at Cilandak,WSASIDCGK000475,Jl. Marga Satwa No.47 E-G Cilandak,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 7661683 / 8258 0918,+62 21 7661683 / 8258 0918,-6.301708,106.804608,2,,
Sofyan Betawi,WSASIDCGK000477,Jl. Cut Meutia No. 9,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 3905011,+62 21 3902747,-6.187360741,106.8336725,3,,
Sofyan Tebet,WSASIDCGK000479,Jl. Dr. Soepomo SH No 23,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 8295691,+62 21 8307495,-6.231197568,106.8467188,2,,
Somerset Berlian Jakarta,WSASIDCGK000480,Jl. Permata Berlian V Permata Hijau,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 53668888,+62 21 53667788,-6.223750365,106.7813802,5,,
Sparks Life Jakarta,WSASIDCGK000483,Jl. Mangga Besar Raya 42,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 6252534,+62 21 6252570,-6.149432551,106.8218292,3.5,,
The Sultan Jakarta,WSASIDCGK000486,Jl.Gatot Subroto Tanah Abang,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 5703600,+62 21 5705792/ 5733063,-6.218353,106.80935,5,,
Sunlake Jakarta,WSASIDCGK000489,"Jl. Danau Permai Raya C1, Sunter, Jakarta",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 6509969,+62 21 6509970,-6.146927,106.879576,5,,
Swiss Belhotel Mangga Besar Jakarta,WSASIDCGK000492,"Jl. Kartini Raya No. 57, Taman Sari, Jakarta",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 6393888,+62 21 6595888,-6.14944,106.834058,4,,
Swiss Belhotel Pondok Indah,WSASIDCGK000493,"Jl. Metro Pondok Indah Sector 2 Block SA, Jakarta",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 750 1088,+62 21 750 1089,-6.287531,106.779725,4,,
Swiss Belinn Airport Jakarta,WSASIDCGK000494,Jl. Husein Sastranegara No. 9 Cengkareng,Tangerang,WSASIDTGG,WSASID,Indonesia,NONE,+62 21 29440888,+62 21 29440777,-6.118184,106.689804,3,,
Swiss Belinn Kemayoran Jakarta,WSASIDCGK000495,Jl. Benyamin Sueb Ruas D7 Blok D6 Complex Springhill Golf Residences,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+6221 2907 0707,+6221 2907 0708,106.8478771,106.850067,4,,
Swiss Belinn Simatupang,WSASIDCGK000496,"Jl. R.A Kartini 32, Lebak Bulus, Jakarta",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 27650100,+62 21 27650200,-6.290058,106.779156,3,,
Swiss Belresidence and HOTEL Kalibata,WSASIDCGK000497,"Jl. Kalibata Raya No. 22, Jakarta",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 29771771,+62 79182828,-6.255926,106.853756,4,,
Takes Mansion and Hotel Tanah Abang,WSASIDCGK000500,"Jl. Taman Kebon Sirih I No.3, Tanah Abang, Jakarta",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 3926111 / +62 21 3926555,+62 21 31935529,-6.1834518,106.8207235,3,,
The 1O1 Jakarta Sedayu Darmawangsa (The 101 Darmawangsa),WSASIDCGK000502,Jl. Darmawangsa IX No.14 Kebayoran Baru,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 29019101,+62 21 29318101,-6.2540448,106.8016345,4,,
The BnB Jakarta Kelapa Gading,WSASIDCGK000504,"Boulevard Bukit Gading Raya, Kelapa Gading Barat Kelapa gading",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 45848867,+62 21 45848869,-6.15752882,106.8943602,3,,
The Falatehan Hotel Jakarta,WSASIDCGK000505,"Jl. Falatehan 1 No.26, Blok M",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 7202021,+62 21 7229020,-6.243233391,106.8017462,3,,
The Gunawarman,WSASIDCGK000507,3 Jalan Gunawarman Kebayoran Baru,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 22770007,+62 21 22770007,-6.231506,106.807754,4,,
The Mayflower  Marriott Executive at Sudirman,WSASIDCGK000508,Sudirman Plaza Indofood TowerJl. Jenderal Sudirman Kav 76 - 78,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 57897888,+62 57897889,-6.208264,106.82256,5,,
The Media Hotel and Towers Jakarta,WSASIDCGK000509,Jl. Gunung Sahari Raya Mangga DuaJakarta,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 216 263001,+62 216 263027,-6.147387,106.835071,5,,
The Westin Jakarta,WSASIDCGK000513,Jl. H. R. Rasuna Said Blok C No.22 Setiabudi,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 2788 7788,+62 21 2788 7789,-6.224142,106.8337858,5,,
Travellers Jakarta,WSASIDCGK000516,Jl. Pangeran Jayakarta No. 70 Taman Sari,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 6013888,+62 21 6019876,-6.1467403,106.831571,3,,
Treva International,WSASIDCGK000517,Jl. Menteng Raya No. 33 MentengJakarta,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 31900240,+62 21 31900241,-6.186451,106.836567,3,,
Triniti Jakarta,WSASIDCGK000518,JL. Pembangunan III No.04 Gambir,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 6331111,+62 21 63867171,-6.1625461,106.8161363,2,,
Twin Plaza,WSASIDCGK000519,Jl. Letjen S.Parman Kav.93-94 Slipi,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 56960888,+62 21 56960777,-6.1825014,106.7974735,4,,
V Hotel Tebet Jakarta,WSASIDCGK000520,Jl.Dr Soepomo No.100 Tebet,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 83709718,+62 21 83709717,-6.241943,106.8447758,2,,
Veranda Hotel at Pakubuwono,WSASIDCGK000522,Jln. Kyai Maja No.63 Kebayoran Baru,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 73910808,+62 21 73910909,-6.2399123,106.7858114,4,,
Verse Lite Jakarta,WSASIDCGK000523,Jl. Pembangunan I No. 22 - 24,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,021 630 5787,021 630 5887,-6.161477,106.816851,2,,
Whiz Cikini,WSASIDCGK000527,Jl. Cikini Raya 6 Menteng,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 3909555,+62 21 39830449,-6.1866931,106.8373668,2,,
Whiz Prime Kelapa Gading,WSASIDCGK000528,Jl. Boulevard Barat Raya,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 24520101,+62 21 24520101,-6.153378,106.89244,3,,
World Hotel Jakarta,WSASIDCGK000535,Jl. Bandengan Selatan No.14,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 29620888,+62 21 29620889,-6.1365105,106.8044359,2,,
Yello Hotel Harmoni,WSASIDCGK000536,Jl Hayam Wuruk No.6,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+ 62 21 2203 5000,+62 2203 5888,-6.163099,106.820708,3,,
Zodiak MT Haryono,WSASIDCGK000557,"Jl. Otista Raya No. 60,Jakarta",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 29622003,+62 21 29622005,-6.243372,106.868292,2,,
Zuri Express Mangga Dua,WSASIDCGK000558,Jl. Mangga Dua Dalam No. 55 - 56,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 22620008,+62 21 22620009,-6.139234,106.825549,2,,
HEEF Pasar Baru,WSASIDCGK000559,Jl. Samanhudi Raya No. 3,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 3810777,+62 21 38900213,-6.160601,106.832816,3,,
Harris Vertu Harmoni,WSASIDCGK000560,Jl. Hayam Wuruk No. 6 Jakata Pusat,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+6221 22036000,+6221 22035999,-6.164164,106.820503,4,,
Grand Kasira by LARIZ,WSASIDCGK000561,Jl. Puri Sakti 1 No. 43 Cipete Selatan,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+6221 27650678,+6221 22764319,-6.272938,106.811086,3,,
Shakti Jakarta,WSASIDCGK000562,Komp. Duta Merlin Blok D No.3-6 Gajah Mada,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+6221 6341784,+6221 6306855,-6.1649886,106.8196768,2,,
Amaris Mampang,WSASIDCGK000563,Jalan. Mampang Prapatan Raya No. 66,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 7902011,+62 21 7902012,-6.247168,106.825794,2,,
Yello Hotel Manggarai,WSASIDCGK000565,Jl. Minangkabau Timur No.9,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 30428888,+62 21 30428888,-6.210649,106.845239,3,,
Ayaka Suites,WSASIDCGK000570,Jl. Karet Pedurenan No. 45 Setiabudi,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 2129037390,+62 2129023499,-6.221076,106.824293,3,,
Oakwood Suites La Maison,WSASIDCGK000607,Jalan Barito II No.56,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 2129182700,+62 2129182710,-6.2465266,106.792067,5,,
Juno Wahid Hasyim,WSASIDCGK000610,Jln. KH Wahid Hasyim No. 181 Jakarta Pusat,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 3500530,+62 21 3500322,-6.1872201,106.8170401,3,,
Samala Puri Jakarta,WSASIDCGK000611,"Jl. Daan Mogot Kav. 2, RT. 1/RW. 2, Cengkareng Bar Cengkareng Tim.",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 2252 3780/90,+62 21 2252 3799,-6.1540358,106.72868,4,,
Maple Hotel Grogol,WSASIDCGK000636,"Jl. Kali Sekretaris No. 55 Jalan Daan Mogot Dalam Kali Sekretaris No 55, Grog",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 2256 1605,+62 21 2256 1606,-6.1661477,106.7826049,3,,
Whiz Falatehan,WSASIDCGK000657,Jl. Falatehan I No.40,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 22774433,+62 22774499,-6.2428119,106.799453,3,,
White Tree Residence,WSASIDCGK000675,"Jalan Asem 2 No. 19/18 A, Cipete",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 2912 5142, ,-6.272311,106.802871,3,,
Aloft Jakarta Wahid Hasyim,WSASIDCGK000676,Jl K.H. Wahid Hasyim No 92,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 291 86 888,+62 21 291 86 889,-6.186723,106.827273,4,,
Verse Luxe Wahid Hasyim,WSASIDCGK000677,Jl. KH Wahid Hasyim no 131,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+621 391 9040,+621 391 9041,-6.1871822,106.8213844,4,,
Casa Living Setiabudi,WSASIDCGK000678,"Jln. Setiabudi 8 No. 20. Setiabudi, Jakarta Selata",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,6.22181E+11,6.22181E+11,-6.20714,106.826436,3,,
Sunbreeze Senayan,WSASIDCGK000683,"Perkantoran Permata Senayan, Blok G5-10 Jl. Tentara Pelajar Senayan",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 5799 2901,+62 21 5799 2901,-6.2232166,106.7906444,2,,
Neo Kebayoran,WSASIDCGK000686,"Jl. Ciledug Raya No.35, Jakarta Selatan",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 22777888,+62 21 2277881,-6.2389322,106.778312,3,,
Hotel Kebayoran Blok S,WSASIDCGK000702,"Jl. Senayan No. 87 Blok S, Kel. Rawa Barat, Kec. K",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+6221 7246208,+6221 7398926,-6.2374143,106.8160913,0,,
Sotis Residence Pejompongan,WSASIDCGK000704,"Jl. Penjernihan 1 No.10 B, Bendungan Hilir, Tanah Abang, RT.9/RW.6, Bend. Hil",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 29880727,+62 21 29880726,-6.203503,106.8058258,3,,
Ana Hotel Kebon Kacang Jakarta,WSASIDCGK000707,Jl. Kebon Kacang IX / 79,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 212 305 50,+62 21 212 305 50,-6.181286,106.813532,3,,
U Stay Tebet,WSASIDCGK000708,"Jl. Asem Baris Raya No.123, RT. 001/RW. 010, Tebet Jakarta Selatan",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 2200 8518,+62 21 2283 9530,-6.2363415,106.8581806,0,,
Hotel 7 Days Premium Jatinegara,WSASIDCGK000709,"Jl. Matraman Raya No. 173-175 Balimester Jatinegara, Bidaracina, Jatinegara, Jakarta, Indon",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 859 09227/ +62 21 859 09228,+62 21 859 09227/ +62 21 859 09228,-6.2141257,106.8642345,0,,
Apple Platinum,WSASIDCGK000710,Jl. Kampung Bali X No. 17 A,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 3905 192 / +62 812 83039896,+62 21 3905 192 / +62 812 83039896,-6.1873896,106.8234217,2,,
Monopoli Kemang,WSASIDCGK000711,Jalan Taman Kemang No. 12,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 2271 5101,+62 21 2271 5101,-6.2560438,106.8078163,0,,
Golden Tulip Passer Baroe,WSASIDCGK000712,"Jl. Pintu Air V No.53, RT.5/RW.8 Pasar Baru, Sawah Besar, Jakarta, Daerah Khusus Ib",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 50881000,+62 50881000,-6.162945,106.832213,4,,
Cordela Norwood,WSASIDCGK000714,"Jl. Teuku Cik Ditiro II No.2, RT.1/RW.2 Gondangdia, Menteng, Kota Jakarta Pusat, Daerah Kh",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 2239 3737,+62 21 2239 3737,-6.1939428,106.8375031,0,,
Kyriad Metro Cipulir,WSASIDCGK000715,Jl. Ciledug Raya No.1 Cipulir,Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 2150808111,+62 2150808100,-6.2378299,106.762181,3,,
Kyriad Fatmawati Jakarta,WSASIDCGK000716,"Jl. RS Fatmawati No.1-21, Cipete Utara, Kebayoran Baru, Jakarta Selatan",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 2277 7780,+62 21 2277 7780,6.2605052,106.7947317,3,,
LeGreen Suite Supomo,WSASIDCGK000717,"Jl. Prof.Supomo SH. Komplek Keuangan No.1 Tebet, South Jakarta",Jakarta,WSASIDCGK,WSASID,Indonesia,NONE,+62 21 57955135,+62 21 57955135,-6.233781,106.8415053,2,,
